"tweetid","originaltext","text","sentiment","score","sentimentnegscore","sentimentneuscore","sentimentposscore","src","type","entity"
1322466011405312000,"RT @Tsenda_40512: Buy Telkom Airtime from MPESA by simply texting your mobile number followed by hash (#) and amount

e.g. 1234567890#100 a…","RT @Tsenda_40512: Buy Telkom Airtime from MPESA by simply texting your mobile number followed by hash (#) and amount

e.g. 1234567890#100 a…","NEUTRAL",0.9398,0.0062,0.987,0.0067,"Twitter for Android","OTHER","#100"
1322466804229394400,"RT @Tsenda_40512: Buy Telkom Airtime from MPESA by simply texting your mobile number followed by hash (#) and amount

e.g. 1234567890#100 a…","RT @Tsenda_40512: Buy Telkom Airtime from MPESA by simply texting your mobile number followed by hash (#) and amount

e.g. 1234567890#100 a…","NEUTRAL",0.9398,0.0062,0.987,0.0067,"Twitter for Android","OTHER","#100"
1322460911148372000,"20 mbps downloading speed and 2 mbps uploading speed yet my ps4 won't load #Apex with #TelkomZa","20 mbps downloading speed and 2 mbps uploading speed yet my ps4 won't load #Apex with #TelkomZa","NEGATIVE",0.7771,0.6792,0.2854,0.0353,"Twitter for Android","TITLE","#Apex"
1322583815601197000,"Telkom network,I hope they'll save the video #EricaOfLagos https://t.co/xRQSVfQFpN","Telkom network,I hope they'll save the video #EricaOfLagos https://t.co/xRQSVfQFpN","NEUTRAL",0.3832,0.1068,0.6964,0.1968,"Twitter for Android","TITLE","#EricaOfLagos"
1322127680322625500,"RT @TelkomMYSIM: #GetSmartLTE Huawei E5576 MiFi Router + 20GB Telkom prepaid data deal @R798.00. Visit our online store today to order Smar…","RT @TelkomMYSIM: #GetSmartLTE Huawei E5576 MiFi Router + 20GB Telkom prepaid data deal @R798.00. Visit our online store today to order Smar…","NEUTRAL",0.9234,0.0006,0.9861,0.0133,"Twitter for Android","COMMERCIAL_ITEM","#GetSmartLTE"
1322478173687337000,"It may be #Halloween, but there's nothing spooky about this deal!

Get the #HuaweiPSmartS on a Telkom FreeMe 1.5GB… https://t.co/GK1ALoUfS1","It may be #Halloween, but there's nothing spooky about this deal!

Get the #HuaweiPSmartS on a Telkom FreeMe 1.5GB… https://t.co/GK1ALoUfS1","NEUTRAL",0.7958,0.2036,0.4001,0.3962,"Sprout Social","EVENT","#Halloween"
1322487985342943200,"RT @HuaweiZA: It may be #Halloween, but there's nothing spooky about this deal!

Get the #HuaweiPSmartS on a Telkom FreeMe 1.5GB contract f…","RT @HuaweiZA: It may be #Halloween, but there's nothing spooky about this deal!

Get the #HuaweiPSmartS on a Telkom FreeMe 1.5GB contract f…","NEUTRAL",0.7602,0.1429,0.6611,0.1959,"Twitter Web App","EVENT","#Halloween"
1322497126522359800,"RT @HuaweiZA: It may be #Halloween, but there's nothing spooky about this deal!

Get the #HuaweiPSmartS on a Telkom FreeMe 1.5GB contract f…","RT @HuaweiZA: It may be #Halloween, but there's nothing spooky about this deal!

Get the #HuaweiPSmartS on a Telkom FreeMe 1.5GB contract f…","NEUTRAL",0.7602,0.1429,0.6611,0.1959,"Twitter for Android","EVENT","#Halloween"
1322590571836461000,"RT @HuaweiZA: It may be #Halloween, but there's nothing spooky about this deal!

Get the #HuaweiPSmartS on a Telkom FreeMe 1.5GB contract f…","RT @HuaweiZA: It may be #Halloween, but there's nothing spooky about this deal!

Get the #HuaweiPSmartS on a Telkom FreeMe 1.5GB contract f…","NEUTRAL",0.7602,0.1429,0.6611,0.1959,"Twitter for Android","EVENT","#Halloween"
1322478173687337000,"It may be #Halloween, but there's nothing spooky about this deal!

Get the #HuaweiPSmartS on a Telkom FreeMe 1.5GB… https://t.co/GK1ALoUfS1","It may be #Halloween, but there's nothing spooky about this deal!

Get the #HuaweiPSmartS on a Telkom FreeMe 1.5GB… https://t.co/GK1ALoUfS1","NEUTRAL",0.8825,0.2036,0.4001,0.3962,"Sprout Social","COMMERCIAL_ITEM","#HuaweiPSmartS"
1322487985342943200,"RT @HuaweiZA: It may be #Halloween, but there's nothing spooky about this deal!

Get the #HuaweiPSmartS on a Telkom FreeMe 1.5GB contract f…","RT @HuaweiZA: It may be #Halloween, but there's nothing spooky about this deal!

Get the #HuaweiPSmartS on a Telkom FreeMe 1.5GB contract f…","NEUTRAL",0.9117,0.1429,0.6611,0.1959,"Twitter Web App","COMMERCIAL_ITEM","#HuaweiPSmartS"
1322497126522359800,"RT @HuaweiZA: It may be #Halloween, but there's nothing spooky about this deal!

Get the #HuaweiPSmartS on a Telkom FreeMe 1.5GB contract f…","RT @HuaweiZA: It may be #Halloween, but there's nothing spooky about this deal!

Get the #HuaweiPSmartS on a Telkom FreeMe 1.5GB contract f…","NEUTRAL",0.9117,0.1429,0.6611,0.1959,"Twitter for Android","COMMERCIAL_ITEM","#HuaweiPSmartS"
1322590571836461000,"RT @HuaweiZA: It may be #Halloween, but there's nothing spooky about this deal!

Get the #HuaweiPSmartS on a Telkom FreeMe 1.5GB contract f…","RT @HuaweiZA: It may be #Halloween, but there's nothing spooky about this deal!

Get the #HuaweiPSmartS on a Telkom FreeMe 1.5GB contract f…","NEUTRAL",0.9117,0.1429,0.6611,0.1959,"Twitter for Android","COMMERCIAL_ITEM","#HuaweiPSmartS"
1322461561907273700,"Dankie @MzansiInsider i got it MTN Yonke...🙏🙏🙏👌👌

#MzansiInsider https://t.co/sqWureyB0m","Dankie @MzansiInsider i got it MTN Yonke...🙏🙏🙏👌👌

#MzansiInsider https://t.co/sqWureyB0m","POSITIVE",0.5793,0,0.0215,0.9785,"Twitter Web App","PERSON","#MzansiInsider"
1322125411996831700,"'@RealDMK_SA @TelkomZA Telkom should be renamed to Hellkom Honestly
🤯😒🙄
#TelkomSA
#TelkomMustFall
#SouthAfrica","'@RealDMK_SA @TelkomZA Telkom should be renamed to Hellkom Honestly
🤯😒🙄
#TelkomSA
#TelkomMustFall
#SouthAfrica","NEUTRAL",0.8633,0.002,0.9903,0.0077,"Twitter Web App","LOCATION","#SouthAfrica"
1322125463171584000,"'@miss_moss @TelkomZA Telkom should be renamed to Hellkom Honestly
🤯😒🙄
#TelkomSA
#TelkomMustFall
#SouthAfrica","'@miss_moss @TelkomZA Telkom should be renamed to Hellkom Honestly
🤯😒🙄
#TelkomSA
#TelkomMustFall
#SouthAfrica","NEUTRAL",0.7889,0.0119,0.9741,0.014,"Twitter Web App","LOCATION","#SouthAfrica"
1322125484252160000,"'@I_AM_MISS_BEE Telkom should be renamed to Hellkom Honestly
🤯😒🙄
#TelkomSA
#TelkomMustFall
#SouthAfrica","'@I_AM_MISS_BEE Telkom should be renamed to Hellkom Honestly
🤯😒🙄
#TelkomSA
#TelkomMustFall
#SouthAfrica","NEUTRAL",0.8531,0.0036,0.9659,0.0305,"Twitter Web App","LOCATION","#SouthAfrica"
1322125548680847400,"'@TelkomMYSIM Telkom should be renamed to Hellkom Honestly
🤯😒🙄
#TelkomSA
#TelkomMustFall
#SouthAfrica","'@TelkomMYSIM Telkom should be renamed to Hellkom Honestly
🤯😒🙄
#TelkomSA
#TelkomMustFall
#SouthAfrica","NEUTRAL",0.8868,0.0037,0.9853,0.0109,"Twitter Web App","LOCATION","#SouthAfrica"
1322125766814040000,"'@TelkomZA @Zandi_NaSgegede Telkom should be renamed to Hellkom Honestly
🤯😒🙄
#TelkomSA
#TelkomMustFall
#SouthAfrica","'@TelkomZA @Zandi_NaSgegede Telkom should be renamed to Hellkom Honestly
🤯😒🙄
#TelkomSA
#TelkomMustFall
#SouthAfrica","NEUTRAL",0.7502,0.0033,0.9947,0.002,"Twitter Web App","LOCATION","#SouthAfrica"
1322126293450850300,"RT @Shazia_babydoll: @RealDMK_SA @TelkomZA Telkom should be renamed to Hellkom Honestly
🤯😒🙄
#TelkomSA
#TelkomMustFall
#SouthAfrica","RT @Shazia_babydoll: @RealDMK_SA @TelkomZA Telkom should be renamed to Hellkom Honestly
🤯😒🙄
#TelkomSA
#TelkomMustFall
#SouthAfrica","NEUTRAL",0.8409,0.0373,0.9083,0.0544,"Twitter for Android","LOCATION","#SouthAfrica"
1322479739714547700,"'@rainSouthAfrica  can you address this issue. My simcard picks up the tower furthest to us. #SowetoDerby… https://t.co/ibKTP4j6AC","'@rainSouthAfrica  can you address this issue. My simcard picks up the tower furthest to us. #SowetoDerby… https://t.co/ibKTP4j6AC","NEUTRAL",0.9853,0.0023,0.8085,0.1892,"Twitter for Android","EVENT","#SowetoDerby"
1322461277701185500,"'@skandalas Lol it works but i can't play Apex kahle yaz and #Telkom is telling ne rejected token 🤦‍♂️","'@skandalas Lol it works but i can't play Apex kahle yaz and #Telkom is telling ne rejected token 🤦‍♂️","NEGATIVE",0.955,0.7782,0.2176,0.0043,"Twitter for Android","ORGANIZATION","#Telkom"
1322125548680847400,"'@TelkomMYSIM Telkom should be renamed to Hellkom Honestly
🤯😒🙄
#TelkomSA
#TelkomMustFall
#SouthAfrica","'@TelkomMYSIM Telkom should be renamed to Hellkom Honestly
🤯😒🙄
#TelkomSA
#TelkomMustFall
#SouthAfrica","NEUTRAL",0.4839,0.0037,0.9853,0.0109,"Twitter Web App","ORGANIZATION","#TelkomSA"
1322126293450850300,"RT @Shazia_babydoll: @RealDMK_SA @TelkomZA Telkom should be renamed to Hellkom Honestly
🤯😒🙄
#TelkomSA
#TelkomMustFall
#SouthAfrica","RT @Shazia_babydoll: @RealDMK_SA @TelkomZA Telkom should be renamed to Hellkom Honestly
🤯😒🙄
#TelkomSA
#TelkomMustFall
#SouthAfrica","NEUTRAL",0.833,0.0373,0.9083,0.0544,"Twitter for Android","ORGANIZATION","#TelkomSA"
1322201823038591000,"Make buying airtime for Safaricom, Airtel and Telkom easy on M-PESA. 

Use #Tsenda's shortcode 40512. 

No Charges.… https://t.co/mQMcMQCxR0","Make buying airtime for Safaricom, Airtel and Telkom easy on M-PESA. 

Use #Tsenda's shortcode 40512. 

No Charges.… https://t.co/mQMcMQCxR0","NEUTRAL",0.64,0.0453,0.7844,0.1703,"Twitter Web App","PERSON","#Tsenda"
1322205250326040600,"How do you buy airtime for Airtel, Telkom and Safaricom?

Do it for free on MPESA by using #Tsenda… https://t.co/hMJijlYKyi","How do you buy airtime for Airtel, Telkom and Safaricom?

Do it for free on MPESA by using #Tsenda… https://t.co/hMJijlYKyi","NEUTRAL",0.6676,0.0012,0.9779,0.0209,"Twitter Web App","TITLE","#Tsenda"
1322206902235865000,"RT @Tsenda_40512: How do you buy airtime for Airtel, Telkom and Safaricom?

Do it for free on MPESA by using #Tsenda 

https://t.co/6ZzeMPh…","RT @Tsenda_40512: How do you buy airtime for Airtel, Telkom and Safaricom?

Do it for free on MPESA by using #Tsenda 

https://t.co/6ZzeMPh…","NEUTRAL",0.3704,0.0018,0.946,0.0522,"Twitter for Android","TITLE","#Tsenda"
1322239158040088600,"Purchase airtime for any network, conveniently from MPESA using #Tsenda.

1. Airtel &amp; Telkom: text the number#amoun… https://t.co/IjEJvudAny","Purchase airtime for any network, conveniently from MPESA using #Tsenda.

1. Airtel &amp; Telkom: text the number#amoun… https://t.co/IjEJvudAny","NEUTRAL",0.6684,0.0002,0.8967,0.1032,"Twitter for Android","TITLE","#Tsenda"
1322430630752407600,"Quick-buy Airtime for Telkom from MPESA for free. 

Use #Tsenda | https://t.co/6ZzeMPhD2I | info@tsenda.com… https://t.co/lhG6ccneT9","Quick-buy Airtime for Telkom from MPESA for free. 

Use #Tsenda | https://t.co/6ZzeMPhD2I | info@tsenda.com… https://t.co/lhG6ccneT9","NEUTRAL",0.7128,0,0.9942,0.0057,"Twitter Web App","ORGANIZATION","#Tsenda"
1322435716467609600,"Purchase airtime for any network, conveniently from MPESA using #Tsenda.

1. Airtel &amp; Telkom: text the number#amoun… https://t.co/UOc4zLo44V","Purchase airtime for any network, conveniently from MPESA using #Tsenda.

1. Airtel &amp; Telkom: text the number#amoun… https://t.co/UOc4zLo44V","NEUTRAL",0.6222,0.0001,0.8996,0.1003,"Twitter Web App","TITLE","#Tsenda"
1322472877686464500,"RT @Tsenda_40512: Purchase airtime for any network, conveniently from MPESA using #Tsenda.

1. Airtel &amp; Telkom: text the number#amount to s…","RT @Tsenda_40512: Purchase airtime for any network, conveniently from MPESA using #Tsenda.

1. Airtel &amp; Telkom: text the number#amount to s…","NEUTRAL",0.8742,0.0008,0.9357,0.0635,"Twitter for Android","TITLE","#Tsenda"
1322472916504772600,"RT @Tsenda_40512: Purchase airtime for any network, conveniently from MPESA using #Tsenda.

1. Airtel &amp; Telkom: text the number#amount to s…","RT @Tsenda_40512: Purchase airtime for any network, conveniently from MPESA using #Tsenda.

1. Airtel &amp; Telkom: text the number#amount to s…","NEUTRAL",0.8742,0.0008,0.9357,0.0635,"Twitter for Android","TITLE","#Tsenda"
1322472932975718400,"RT @Tsenda_40512: Purchase airtime for any network, conveniently from MPESA using #Tsenda.

1. Airtel &amp; Telkom: text the number#amount to s…","RT @Tsenda_40512: Purchase airtime for any network, conveniently from MPESA using #Tsenda.

1. Airtel &amp; Telkom: text the number#amount to s…","NEUTRAL",0.8742,0.0008,0.9357,0.0635,"Twitter for Android","TITLE","#Tsenda"
1322580499957719000,"'@amerix Selling airtime

Buy airtime for any network in Kenya using #Tsenda'stoll-free 40512

Send amount to 40512… https://t.co/IQgL6lWy6t","'@amerix Selling airtime

Buy airtime for any network in Kenya using #Tsenda'stoll-free 40512

Send amount to 40512… https://t.co/IQgL6lWy6t","NEUTRAL",0.3904,0.0098,0.9683,0.0219,"Twitter for Android","ORGANIZATION","#Tsenda"
1322142629199515600,"The latest The Ryan Hudson Daily! https://t.co/NZ7EIauBNH Thanks to @ukukhulisana @glenbrimi @dottotech #educationalapp #askdottotech","The latest The Ryan Hudson Daily! https://t.co/NZ7EIauBNH Thanks to @ukukhulisana @glenbrimi @dottotech #educationalapp #askdottotech","NEUTRAL",0.5702,0.0001,0.8833,0.1167,"Paper.li","ORGANIZATION","#askdottotech"
1322160118528659500,"#southafrica #pressrelease Twizza proud to be part of the post-COVID return of the Telkom Netball League - As the t… https://t.co/Gkye9CS5I9","#southafrica #pressrelease Twizza proud to be part of the post-COVID return of the Telkom Netball League - As the t… https://t.co/Gkye9CS5I9","POSITIVE",0.8642,0.002,0.4403,0.5577,"SocialPilot.co","LOCATION","#southafrica"
1322197390284251100,"'@_Oratilee Dear #telkom I know I'm stubborn somewhere somehow,, but thank you for making me proud of you https://t.co/WYzbeSdcXI","'@_Oratilee Dear #telkom I know I'm stubborn somewhere somehow,, but thank you for making me proud of you https://t.co/WYzbeSdcXI","POSITIVE",0.9615,0.0128,0.1117,0.8752,"Twitter for Android","ORGANIZATION","#telkom"
1322517115652477000,"Into the Grand Finals of the Telkom Vs Gaming Tournament!🤩

Guaranteed R42 000($2500)
Hopefully I can win it all to… https://t.co/q5talb9RrZ","Into the Grand Finals of the Telkom Vs Gaming Tournament!🤩

Guaranteed R42 000($2500)
Hopefully I can win it all to… https://t.co/q5talb9RrZ","POSITIVE",0.9953,0.0008,0.3534,0.6458,"Twitter for iPhone","QUANTITY","$2500"
1322517376114610200,"RT @Kaylan_fut: Into the Grand Finals of the Telkom Vs Gaming Tournament!🤩

Guaranteed R42 000($2500)
Hopefully I can win it all tomorrow!🥵…","RT @Kaylan_fut: Into the Grand Finals of the Telkom Vs Gaming Tournament!🤩

Guaranteed R42 000($2500)
Hopefully I can win it all tomorrow!🥵…","POSITIVE",0.9949,0.0006,0.0959,0.9035,"Twitter for Android","QUANTITY","$2500"
1322135094354710500,"'@BoazAnko Hi Anko, kindly dial *140# and follow the steps to transfer airtime (PASHA) to another Telkom number. You… https://t.co/Uxzecl5o8J","'@BoazAnko Hi Anko, kindly dial *140# and follow the steps to transfer airtime (PASHA) to another Telkom number. You… https://t.co/Uxzecl5o8J","NEUTRAL",0.7266,0.0001,0.9997,0.0003,"Twitter Web App","OTHER","*140"
1322146791626780700,"RT @robjun_990960: Buy credo using M-pesa with ease using playbill number  990960 for your Safaricom Telkom and Airtel lines
Go to:
☑️Lipa…","RT @robjun_990960: Buy credo using M-pesa with ease using playbill number  990960 for your Safaricom Telkom and Airtel lines
Go to:
☑️Lipa…","NEUTRAL",0.5922,0.0005,0.9555,0.044,"Twitter for Android","ORGANIZATION","'-"
1322148454894915600,"RT @robjun_990960: Buy credo using M-pesa with ease using playbill number  990960 for your Safaricom Telkom and Airtel lines
Go to:
☑️Lipa…","RT @robjun_990960: Buy credo using M-pesa with ease using playbill number  990960 for your Safaricom Telkom and Airtel lines
Go to:
☑️Lipa…","NEUTRAL",0.5922,0.0005,0.9555,0.044,"Twitter for Android","ORGANIZATION","'-"
1322153786446618600,"RT @robjun_990960: Buy credo using M-pesa with ease using playbill number  990960 for your Safaricom Telkom and Airtel lines
Go to:
☑️Lipa…","RT @robjun_990960: Buy credo using M-pesa with ease using playbill number  990960 for your Safaricom Telkom and Airtel lines
Go to:
☑️Lipa…","NEUTRAL",0.5922,0.0005,0.9555,0.044,"Twitter for Android","ORGANIZATION","'-"
1322157520861991000,"RT @robjun_990960: Buy credo using M-pesa with ease using playbill number  990960 for your Safaricom Telkom and Airtel lines
Go to:
☑️Lipa…","RT @robjun_990960: Buy credo using M-pesa with ease using playbill number  990960 for your Safaricom Telkom and Airtel lines
Go to:
☑️Lipa…","NEUTRAL",0.5922,0.0005,0.9555,0.044,"Twitter for Android","ORGANIZATION","'-"
1322194630000201700,"'@OnlySimphiwe @UncappedGuluva I wouldn't recommend that one either, I have been using Afrihost-Telkom sim card for… https://t.co/dcQyiDOG7C","'@OnlySimphiwe @UncappedGuluva I wouldn't recommend that one either, I have been using Afrihost-Telkom sim card for… https://t.co/dcQyiDOG7C","NEUTRAL",0.3835,0.2861,0.695,0.0189,"Twitter for Android","COMMERCIAL_ITEM","'-"
1322223929512153000,"RT @robjun_990960: Buy credo using M-pesa with ease using playbill number  990960 for your Safaricom Telkom and Airtel lines
Go to:
☑️Lipa…","RT @robjun_990960: Buy credo using M-pesa with ease using playbill number  990960 for your Safaricom Telkom and Airtel lines
Go to:
☑️Lipa…","NEUTRAL",0.5922,0.0005,0.9555,0.044,"Twitter for Android","ORGANIZATION","'-"
1322421382970564600,"No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease… https://t.co/Ut4suMBsDd","No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease… https://t.co/Ut4suMBsDd","NEUTRAL",0.4501,0.0001,0.8946,0.1053,"Twitter for Android","COMMERCIAL_ITEM","'-"
1322169490252034000,"LifeHack of GK-2a. Finally, many thanks to @sam210723 from HMTT of Telkom University, Bandung, West Java, Indonesia https://t.co/9570E264dg","LifeHack of GK-2a. Finally, many thanks to @sam210723 from HMTT of Telkom University, Bandung, West Java, Indonesia https://t.co/9570E264dg","POSITIVE",0.5048,0.0001,0.0418,0.9581,"Twitter for iPhone","OTHER","'-2a"
1322318465839984600,"RT @BeAMaverick14: LifeHack of GK-2a. Finally, many thanks to @sam210723 from HMTT of Telkom University, Bandung, West Java, Indonesia http…","RT @BeAMaverick14: LifeHack of GK-2a. Finally, many thanks to @sam210723 from HMTT of Telkom University, Bandung, West Java, Indonesia http…","POSITIVE",0.4781,0.0004,0.0253,0.9744,"Twitter for Android","TITLE","'-2a"
1322361072356008000,"RT @BeAMaverick14: LifeHack of GK-2a. Finally, many thanks to @sam210723 from HMTT of Telkom University, Bandung, West Java, Indonesia http…","RT @BeAMaverick14: LifeHack of GK-2a. Finally, many thanks to @sam210723 from HMTT of Telkom University, Bandung, West Java, Indonesia http…","POSITIVE",0.4781,0.0004,0.0253,0.9744,"Twitter for Android","TITLE","'-2a"
1322427902722494500,"RT @BeAMaverick14: LifeHack of GK-2a. Finally, many thanks to @sam210723 from HMTT of Telkom University, Bandung, West Java, Indonesia http…","RT @BeAMaverick14: LifeHack of GK-2a. Finally, many thanks to @sam210723 from HMTT of Telkom University, Bandung, West Java, Indonesia http…","POSITIVE",0.4781,0.0004,0.0253,0.9744,"Twitter for Android","TITLE","'-2a"
1322131832603877400,"Buy credo using M-pesa with ease using playbill number  990960 for your Safaricom Telkom and Airtel lines
Go to:
☑️… https://t.co/W3zoaFJuIJ","Buy credo using M-pesa with ease using playbill number  990960 for your Safaricom Telkom and Airtel lines
Go to:
☑️… https://t.co/W3zoaFJuIJ","NEUTRAL",0.6594,0.0001,0.9848,0.0151,"Twitter for Android","ORGANIZATION","'-pesa"
1322140216652664800,"Buy credo using M-pesa with ease using playbill number  990960 for your Safaricom Telkom and Airtel lines
Go to:
☑️… https://t.co/Zh7kkVvrFX","Buy credo using M-pesa with ease using playbill number  990960 for your Safaricom Telkom and Airtel lines
Go to:
☑️… https://t.co/Zh7kkVvrFX","NEUTRAL",0.6977,0.0001,0.9856,0.0143,"Twitter for Android","ORGANIZATION","'-pesa"
1322150402964529200,"Buy credo using M-pesa with ease using playbill number  990960 for your Safaricom Telkom and Airtel lines
Go to:
☑️… https://t.co/m39RV001FE","Buy credo using M-pesa with ease using playbill number  990960 for your Safaricom Telkom and Airtel lines
Go to:
☑️… https://t.co/m39RV001FE","NEUTRAL",0.7299,0.0001,0.9859,0.014,"Twitter for Android","ORGANIZATION","'-pesa"
1322396533560627200,"No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease u… https://t.co/d9YIeTf41k","No more hustles when you want to purchase Airtime @robjun_990960 got you covered
Buy credo using M-pesa with ease u… https://t.co/d9YIeTf41k","NEUTRAL",0.4883,0.0002,0.8758,0.124,"Twitter for iPhone","ORGANIZATION","'-pesa"
1322420307265802200,"No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease… https://t.co/I1NPU8BgIr","No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease… https://t.co/I1NPU8BgIr","NEUTRAL",0.5095,0.0002,0.8306,0.1692,"Twitter for Android","ORGANIZATION","'-pesa"
1322420344771252200,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.522,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","'-pesa"
1322420536228630500,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.522,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","'-pesa"
1322420586048573400,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.522,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","'-pesa"
1322420654361202700,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.522,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","'-pesa"
1322420723915382800,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.522,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","'-pesa"
1322420794023153700,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.522,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","'-pesa"
1322420807382061000,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.522,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","'-pesa"
1322420821311295500,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.522,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","'-pesa"
1322420869453545500,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.522,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","'-pesa"
1322420880006369300,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.522,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","'-pesa"
1322421138283286500,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.522,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","'-pesa"
1322421145308680200,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.522,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","'-pesa"
1322421190259073000,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.522,0.0056,0.7605,0.2338,"Twitter for iPhone","COMMERCIAL_ITEM","'-pesa"
1322421453183160300,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.522,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","'-pesa"
1322421462905573400,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.522,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","'-pesa"
1322421570577617000,"RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","RT @mwas_mjanja: No more hustles when you want to purchase Airtime @robjun_990960 got you covered

Buy credo using M-pesa with ease using p…","NEUTRAL",0.522,0.0056,0.7605,0.2338,"Twitter for Android","COMMERCIAL_ITEM","'-pesa"
